id,1,2,4,5,6,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,51,53,54,55,56
B01003_001E,4858979,738432,6828065,2978204,39144818,5456574,3590886,945934,672228,20271272,10214860,1431603,1654930,12859995,6619680,3123899,2911641,4425092,4670724,1329328,6006401,6794422,9922576,5489594,2992333,6083672,1032949,1896190,2890845,1330608,8958013,2085109,19795791,10042802,756928,11613423,3911338,4028977,12802503,1056298,4896146,858469,6600299,27469114,2995919,626042,8382993,7170351,1844128,5771337,586107
B01001_002E,2352810,388695,3387385,1463576,19440558,2741020,1752063,458208,319705,9891238,4975458,724635,826819,6310435,3253089,1549289,1449224,2174892,2286299,651030,2912348,3297384,4877067,2730030,1448495,2983645,519026,942589,1447456,657716,4374892,1035143,9616592,4896006,388152,5683951,1939555,1992162,6262246,511773,2385096,431540,3214689,13625413,1506383,308552,4126326,3585221,908559,2868297,295102
B01001_003E,146407,27883,219078,94916,1282484,169905,95079,28449,22126,560755,333118,46558,55420,396335,211439,98619,100159,139784,158418,32056,186793,187224,293168,181536,93965,191272,30602,66216,91243,33382,271020,69734,608138,307442,25737,351987,135977,117053,366394,28105,148118,30412,202631,1000580,127854,15328,262095,226840,50634,172242,20116
B01001_004E,161740,26777,231399,105083,1292517,183504,105834,25897,16204,579297,373844,43450,66760,423658,218504,107752,99092,142664,164406,35922,192933,188483,307566,183490,113808,195984,32316,66176,99906,35276,279420,72077,583125,325417,25734,370501,141068,121235,380917,30133,153937,32092,212051,1048890,134505,16394,265498,237103,53275,185345,18699
B01001_005E,158823,25914,235333,100588,1288636,181210,116006,31599,13429,583543,351831,44234,61759,426517,236534,102608,105202,145447,156602,39426,191787,205101,322082,183353,97311,200645,32485,68926,92588,40474,288642,71791,592975,338814,21733,383538,135902,123921,384265,30910,157904,27736,213939,1017766,132136,18433,267522,221051,53829,189708,21436
B01001_006E,98678,15522,139977,63725,790063,106186,74259,18300,8317,364062,220914,24263,37320,262257,137994,63167,62847,88691,95421,24727,117077,128790,206123,110015,64221,124384,20039,39160,56390,25676,183414,42125,374891,199908,13890,239727,81123,77500,246697,19221,101030,18070,131094,607317,74421,11589,161405,138875,33971,115591,10556
B01001_007E,67288,11287,97343,45041,543195,75535,53814,12595,10034,250286,152479,15891,22317,174474,95855,52603,44074,61282,66589,17329,77913,102112,139641,73466,49009,88361,16088,26676,34100,20550,114064,29552,265499,148066,12449,160823,58427,49840,182500,17563,73428,13818,89434,399672,44600,11665,121561,92709,25657,78534,8651
B01001_008E,36997,7908,53472,18839,300586,37086,26723,7172,6270,143476,78659,11100,10371,86814,48917,24025,24970,36332,34158,8593,43857,52873,72647,35268,21040,45189,8419,14358,17593,8684,59072,13738,143388,73977,8080,82692,30283,25132,94081,9078,36764,6788,48625,221517,21618,5119,61755,54192,13602,40675,5964
B01001_009E,37795,7159,52454,20097,299747,44914,23980,6344,7050,126712,70693,12058,9145,93472,52147,23240,24396,32450,34558,8549,41146,50900,76151,35402,24457,45692,6664,15875,18757,9977,61851,15948,142335,78340,7178,82251,28501,27241,90952,8307,37414,5333,47598,206057,25600,5801,64552,50647,12271,42295,4579
B01001_010E,93612,21909,142563,60749,894175,120427,77341,18887,13855,391755,221193,36316,37918,273855,147494,65656,66657,88410,99941,23579,120402,144377,214291,112572,62147,123601,22283,41690,59274,27177,173479,47509,423553,222422,21736,225291,86713,81716,250472,21700,102780,18449,134445,607553,81140,12258,179119,151221,34407,122495,11161
B01001_011E,154285,33887,242389,95009,1544924,217865,112008,32273,36112,675671,351532,62284,54635,443615,213198,96375,97937,142757,164077,37405,210455,241483,318825,183616,96950,199598,31590,62232,107118,39897,291043,72900,746737,325820,33827,383942,135959,140297,431677,37727,163416,28516,216640,1023478,108949,17728,300494,273811,55353,181465,20930
B01001_012E,150527,30046,229041,95370,1449919,210800,111287,28803,35515,627732,332716,54767,55141,445697,207189,102408,98837,137015,163621,36935,201818,225695,296002,193667,88000,198015,34025,66796,101953,39587,291221,69345,685579,310159,29465,359632,135299,139215,399117,34016,151541,28717,209707,995886,114495,18026,291057,266399,53204,188303,20643
B01001_013E,147593,26006,216744,92036,1318183,193545,107626,29769,25775,605834,333577,46202,55273,424611,206802,94746,89932,138648,154691,35385,188336,206137,286193,179014,94022,184869,31031,62351,99288,36078,282908,66498,617387,310971,23898,348024,122410,145395,371493,30082,141864,26201,199769,936676,112613,17336,277376,241777,56038,175573,20585
B01001_014E,149521,21772,208861,90385,1283506,185779,103436,24136,22250,614164,336413,45062,47774,410283,204796,91453,85442,144106,134251,39896,186225,205207,297032,162877,93008,180208,29722,56616,96787,41335,293642,58905,609041,330301,22717,347470,119025,121401,375444,31104,149512,24797,216234,921064,92397,17014,268637,227832,60212,177554,17010
B01001_015E,148508,22271,206212,91972,1300955,176177,124131,29182,19418,642119,343840,43170,48573,419310,209685,94464,86186,141949,135208,44696,199546,227054,325252,176710,85206,185298,29927,52744,100557,46603,312738,58526,654188,328893,20420,369287,112902,127005,418132,34110,151799,23580,213134,859529,79140,20577,276153,233567,59857,188906,15905
B01001_016E,165317,26194,211067,98711,1311936,179889,135709,33392,19345,703124,340056,44416,50586,442307,225227,105945,95623,155631,153825,51722,218360,248220,355045,196752,95930,213708,34947,61869,98852,54367,332533,66816,690102,336393,24884,407807,125959,130461,457851,37776,163652,29145,223368,871497,76041,23351,295670,243444,63283,211102,18512
B01001_017E,162458,25185,198791,94802,1210082,174742,131729,30517,18900,654555,310114,48517,49310,426908,218424,104204,97796,150028,149813,52612,203535,231913,355957,190376,97970,202814,35651,61594,90792,54731,315510,68866,652623,319016,24661,403897,123300,127554,462614,39490,152514,30211,218033,802617,68809,24331,272547,240288,65605,211430,21149
B01001_018E,58472,10403,73256,34558,449894,67746,47203,13014,6166,245464,113404,16925,21376,159249,85171,43814,32626,58788,56871,20169,72229,87365,137047,69964,35718,78878,15988,24096,33257,18135,108027,25417,242415,121942,10196,154728,47520,56349,179274,12518,60448,10954,80653,294691,30530,9941,101648,89926,27801,78343,9380
B01001_019E,85484,13524,114333,49370,581202,92090,62109,15916,8168,351338,147417,22625,28944,209814,112127,56766,49570,75151,79592,28764,94572,115930,178627,100800,45747,109078,22062,31929,49537,26379,143291,35655,322833,159246,13355,213394,63203,79388,228226,17043,86026,15431,109011,382512,38936,13369,134807,121934,38432,104841,10571
B01001_020E,52587,6592,69270,30707,354891,54989,36548,11527,3500,224591,91367,16079,18338,122558,66989,33092,28833,46780,48236,17499,55907,67476,109378,55302,33372,62388,14673,19238,30058,15830,84165,24768,198159,108538,8298,127082,39458,46297,139807,12366,52586,10365,67874,227050,23425,8616,83163,77232,22270,66390,5826
B01001_021E,70314,8839,100367,44650,472925,71442,47540,13389,6188,340360,125585,22606,24923,160697,84462,41674,37103,62165,60477,24659,80496,92339,145808,72091,36954,82928,17793,22446,43696,20824,116984,27366,251396,142246,8958,168171,50458,67452,192922,13834,80412,12294,102729,309841,27806,10955,111252,100398,33547,83517,9513
B01001_022E,85736,9494,137331,55988,559778,82115,61784,19705,9231,450472,153755,26048,27610,199651,109109,53874,46065,78997,68946,28221,91996,112994,174497,89088,50177,105934,20202,30865,54343,25971,143353,40112,307082,167005,10719,190697,66435,76519,226100,17894,96255,13645,115331,364039,35572,12064,136167,122595,38712,94038,9862
B01001_023E,56675,4699,96547,36867,389726,51074,40859,11673,4795,334520,94208,16559,20663,136651,74396,38984,32044,50927,50073,20152,61295,72236,120529,61192,34917,74330,14701,20732,36143,16708,97020,25767,220110,114717,8140,133423,45400,50176,161035,11947,59804,9774,76781,243272,24546,7291,89046,79012,25502,69663,6393
B01001_024E,37707,3220,59887,22697,272240,32386,27323,8173,3038,223474,57748,10862,13159,90421,46058,28208,24061,33259,31360,12061,40879,52518,78700,42390,20199,48723,10067,14899,21303,10154,65803,16802,146813,72693,6322,94632,29370,32461,113716,9287,34505,7500,48821,159545,17683,6337,57153,52389,17164,49267,4300
B01001_025E,26286,2204,51670,21416,248994,31614,29735,7496,4019,197934,40995,14643,9504,81281,40572,25612,19772,23631,25165,10673,34791,50957,66506,41089,14367,41748,7751,15105,13921,9921,65692,14926,138223,53680,5755,84955,24863,28554,108560,7562,29387,7712,36787,124364,13567,5029,47649,41979,13933,41020,3361
B01001_026E,2506169,349737,3440680,1514628,19704260,2715554,1838823,487726,352523,10380034,5239402,706968,828111,6549560,3366591,1574610,1462417,2250200,2384425,678298,3094053,3497038,5045509,2759564,1543838,3100027,513923,953601,1443389,672892,4583121,1049966,10179199,5146796,368776,5929472,1971783,2036815,6540257,544525,2511050,426929,3385610,13843701,1489536,317490,4256667,3585130,935569,2903040,291005
B01001_027E,138715,26878,210782,93788,1225165,163634,91449,26996,21104,537518,316242,45535,56427,383331,207770,96465,96907,133582,146427,31796,179834,178159,277487,169391,94884,183098,29818,64448,85690,30127,258234,64496,576950,291416,26435,337301,126974,112086,348498,26288,139370,29185,196606,966128,122115,14844,248822,217831,51320,164601,18034
B01001_028E,156432,25525,224756,93971,1248196,176380,101909,26745,16358,558363,343592,42258,58146,398266,212513,98936,100505,135924,160757,33427,182469,186118,290623,173063,100464,198019,32529,65922,91327,34553,268746,69476,552240,317173,24127,348361,130760,123415,369214,31043,156940,28044,202594,1003226,126837,15841,262111,224907,49947,180956,20811
B01001_029E,149658,22836,224721,98877,1231080,175821,108660,29717,13061,562617,357194,41267,61726,419060,218159,100865,97216,138886,143195,35494,182014,191164,314846,178001,103754,183196,30761,62708,97196,39192,278133,68546,569946,315697,21502,370286,132205,114278,363499,27148,145052,28166,209221,985959,124099,16078,250087,213805,53244,174598,18954
B01001_030E,97955,15056,135482,54996,758277,100132,70129,16497,7239,356834,205679,23641,34623,250761,136821,60341,58306,85605,90959,23011,114825,122155,195929,104049,59600,115968,17677,37074,54215,24651,171256,41171,354902,192183,12156,228107,77088,71664,232536,19027,86957,15975,125664,578918,70366,11653,152274,131558,33227,108998,10894
B01001_031E,68303,8512,92012,39233,515225,70041,52202,13324,12935,239381,147555,14107,23348,169537,95703,44850,43018,61378,58853,15976,77885,103848,134366,69439,48624,81433,12952,27122,30966,20874,107996,27904,260309,138099,11178,151063,53359,48825,182129,17839,68238,12258,86084,382750,45815,9532,114254,87568,21970,75067,9893
B01001_032E,30497,4742,48762,20117,279612,33026,26933,7797,5474,137789,74996,8479,11819,94623,51888,22931,21280,34789,33914,9588,40967,48497,73308,36251,23118,41575,5712,13098,18837,8044,54883,15604,148970,65044,4915,80783,27513,25910,86304,9037,32838,6678,45217,194000,22189,6223,61858,43412,12612,41733,4665
B01001_033E,36955,5734,47202,24042,274334,34849,21715,5385,6194,124543,72047,8461,11283,88317,49395,23958,21434,28492,35037,8040,38266,53380,66863,35398,25100,41436,6594,14573,18829,9256,55146,16506,142252,71448,5203,81585,28481,27204,87896,8818,33782,5508,46301,198575,26882,5379,55142,48804,11217,40182,2999
B01001_034E,96872,15267,135775,56323,836263,112071,70135,17594,19694,360060,211057,28071,30566,256780,134974,63379,57099,82586,96234,20575,115747,144597,209138,107965,58494,126607,21681,39585,55767,25501,166273,41384,414845,194712,22858,222657,79101,77496,240422,21998,101762,16849,135308,577345,73793,11251,169620,140514,32598,119320,9948
B01001_035E,163670,28960,224738,101710,1452038,200642,107967,32861,41909,658457,349723,50706,53509,439002,211814,95445,91760,143532,174360,38787,212321,242102,309902,177789,94465,199044,31310,57980,102687,38066,281557,63879,747344,338870,25923,380065,131969,134134,422187,37561,162303,27096,223378,978613,106746,16830,292578,254989,56245,172211,19957
B01001_036E,155990,25885,218593,93302,1385831,197830,111514,30411,38951,631393,349297,48639,53525,444898,209821,98524,95965,138198,168542,38837,209539,232496,296829,190639,94506,199552,31732,65644,100152,37765,288159,66302,695920,323281,24885,362724,132728,139664,395660,33716,154319,27594,216076,979887,110316,18149,288676,255165,53072,183477,20910
B01001_037E,156724,22807,210024,92722,1294461,188613,101015,29231,27301,614156,356806,42331,52206,429959,208599,93336,89006,138337,146403,35163,202206,208153,290733,167554,96689,190603,31808,61514,93826,35887,292303,58245,644018,324365,20601,343785,116290,139310,369291,32081,150146,24969,210547,939911,108116,19481,282940,230433,56691,171619,18662
B01001_038E,158355,21071,209645,92356,1294220,170052,120427,27591,21093,629318,361397,44182,49252,407752,202401,88524,82850,142381,142727,42228,192962,219106,301449,166492,101768,178064,26072,51965,98221,43114,300044,63024,628326,347249,19324,361532,121658,121269,385627,30415,158927,22381,214610,927784,89130,16020,266949,226727,57503,171949,15883
B01001_039E,155891,21255,206457,90392,1298115,171119,132695,31867,19534,661291,354565,43083,47663,425167,210470,93290,82894,142910,147296,46128,214740,240737,329187,173235,93762,189005,28493,54481,95022,48622,328049,59537,683366,340908,18810,376886,114292,126998,423814,36234,159938,23827,219531,875858,76242,21178,288107,227536,58271,185759,15711
B01001_040E,174290,23606,219236,102507,1332135,183846,144623,34995,19056,736798,362584,43930,52142,457984,233047,106173,97654,160988,161427,53603,236016,260391,365818,197893,100699,219294,35580,62007,96419,55781,350206,71845,733308,358213,24455,421685,128592,133365,474383,40692,176549,28057,237906,889642,76316,25282,309508,243696,65179,213126,19845
B01001_041E,172912,25470,217033,103344,1270074,177864,137229,35389,18864,705303,335330,48470,53457,449818,234147,105892,98175,160054,162538,57663,217845,245722,374057,199835,104263,225676,38572,64575,90407,55654,330636,73140,699846,351393,25063,432361,129492,137412,482456,39768,178138,29969,241153,829329,75735,25140,292602,247204,66694,215333,22335
B01001_042E,69783,9699,86143,37317,471946,74091,50809,13546,7817,283779,129194,17558,20391,168185,88180,41907,38412,61657,63208,20380,82094,94727,141671,72128,38383,81304,16058,22595,37901,20722,120415,27774,271398,131872,8600,159816,51034,58891,185656,16175,67629,11588,87056,315116,29599,11194,112261,96308,28070,79808,7124
B01001_043E,90625,10474,124387,53842,646284,97591,67918,18919,10119,408552,173043,25894,28961,229154,117151,60086,51762,82532,83197,30299,112702,129980,198080,96636,54290,111256,22830,32904,53279,26134,161151,40280,354595,188207,13576,229881,70200,86575,251632,19043,97157,15562,120901,427264,39997,13623,145864,131652,42476,107435,11088
B01001_044E,57793,5761,85919,34607,399486,59720,38634,12849,6265,271458,106290,18906,16327,137070,67910,33581,30166,52191,50482,19768,69165,79660,121287,57871,31882,69011,13067,19200,32159,16598,96836,26208,226265,116017,6007,140073,42295,52477,155034,11894,66237,8607,76437,253639,23304,8379,97196,81150,26706,67045,5651
B01001_045E,79947,8416,109666,47741,532755,76408,55150,17727,9103,376837,146697,22205,25393,184091,99916,45331,40657,71566,67601,25124,89542,101853,160080,77947,48631,94508,15987,25940,46223,22843,141880,34910,299081,169225,8885,187849,59428,71995,209366,16811,89339,10937,112423,340242,31414,11687,124893,110498,35474,84890,7883
B01001_046E,103742,9016,150305,65721,662064,92098,74647,20581,9805,521404,185621,27998,32986,236139,127273,60421,52435,89947,87571,31370,110929,135721,197556,99329,61021,125434,23668,35162,57873,27305,171102,43274,379808,203944,13723,230425,76185,81406,276635,21853,106009,16854,132853,433898,39212,13014,155492,132278,40836,110657,10838
B01001_047E,79124,4875,107815,44074,488273,61363,52147,15318,7516,381201,122947,19414,22712,177378,95165,48424,40916,65383,61855,22761,81874,92753,146401,75991,43881,91443,15670,26638,38386,20712,121537,29953,285144,146862,8890,175710,58401,58250,209158,14719,71581,12335,96237,306728,28566,9635,109061,88969,31184,85478,6820
B01001_048E,56304,4509,71652,35444,367888,47149,41508,10253,5470,289486,87994,16871,14628,135795,69640,38143,33870,46082,50907,16929,59253,80831,112989,59186,32109,71674,12192,20853,24695,13609,104775,22461,217864,107406,8817,134226,42100,41546,173051,12283,52156,11246,71887,225582,21877,7487,82318,64916,24145,63149,5782
B01001_049E,55632,3383,79575,38202,440538,51214,59408,12133,7661,333496,89552,24962,17021,166493,83834,53808,40130,53200,50935,21351,70858,104888,136910,73482,33451,82827,13160,27613,23312,17882,133804,24047,292502,113212,12843,172311,41638,52645,215809,20082,55683,13244,77620,233307,20870,9590,94054,85210,26888,85649,6318
B01002_001E,38.7,33.3,37.4,37.9,36.2,36.4,40.6,39.7,33.8,41.8,36.4,37.7,35.8,37.7,37.5,38.1,36.2,38.8,36.4,44.6,38.3,39.4,39.7,37.9,37,38.4,39.9,36.1,37.8,42.8,39.6,37.4,38.3,38.4,34.9,39.3,36.3,39.1,40.7,39.7,39,36.9,38.7,34.4,30.6,43.1,37.8,37.5,42.2,39.4,36.5
B01002_002E,37.2,32.8,36.1,36.6,35.1,35.5,38.6,37.9,33.4,40.3,35,36,35.2,36.4,36.3,36.8,35,37.5,35.1,43.3,36.7,37.8,38.3,36.9,35.6,36.9,38.9,35.2,37.2,41.6,38,35.9,36.8,36.8,34,37.8,35,38.1,39,38.4,37.2,36,37.4,33.4,30.1,41.4,36.5,36.6,41,38.2,35.9
B01002_003E,40,33.9,38.8,39.3,37.4,37.3,42.5,41.2,34.1,43.3,37.6,40,36.5,38.8,38.7,39.4,37.7,40.1,37.7,45.7,39.8,40.9,41,39,38.5,39.7,40.9,37.1,38.5,43.9,41.1,39.2,39.8,40,36.3,40.8,37.8,40.2,42.3,41.2,40.8,38.2,39.9,35.4,31.1,44.4,39.1,38.6,43.2,40.6,37.1
B01002_001E,38.7,33.3,37.4,37.9,36.2,36.4,40.6,39.7,33.8,41.8,36.4,37.7,35.8,37.7,37.5,38.1,36.2,38.8,36.4,44.6,38.3,39.4,39.7,37.9,37,38.4,39.9,36.1,37.8,42.8,39.6,37.4,38.3,38.4,34.9,39.3,36.3,39.1,40.7,39.7,39,36.9,38.7,34.4,30.6,43.1,37.8,37.5,42.2,39.4,36.5
B01002_002E,37.2,32.8,36.1,36.6,35.1,35.5,38.6,37.9,33.4,40.3,35,36,35.2,36.4,36.3,36.8,35,37.5,35.1,43.3,36.7,37.8,38.3,36.9,35.6,36.9,38.9,35.2,37.2,41.6,38,35.9,36.8,36.8,34,37.8,35,38.1,39,38.4,37.2,36,37.4,33.4,30.1,41.4,36.5,36.6,41,38.2,35.9
B01002_003E,40,33.9,38.8,39.3,37.4,37.3,42.5,41.2,34.1,43.3,37.6,40,36.5,38.8,38.7,39.4,37.7,40.1,37.7,45.7,39.8,40.9,41,39,38.5,39.7,40.9,37.1,38.5,43.9,41.1,39.2,39.8,40,36.3,40.8,37.8,40.2,42.3,41.2,40.8,38.2,39.9,35.4,31.1,44.4,39.1,38.6,43.2,40.6,37.1
B02001_001E,4858979,738432,6828065,2978204,39144818,5456574,3590886,945934,672228,20271272,10214860,1431603,1654930,12859995,6619680,3123899,2911641,4425092,4670724,1329328,6006401,6794422,9922576,5489594,2992333,6083672,1032949,1896190,2890845,1330608,8958013,2085109,19795791,10042802,756928,11613423,3911338,4028977,12802503,1056298,4896146,858469,6600299,27469114,2995919,626042,8382993,7170351,1844128,5771337,586107
B02001_002E,3329913,481314,5285994,2308047,23824254,4607390,2747943,654904,269143,15357374,6077438,372252,1514404,9238679,5559694,2826672,2465799,3865712,2914693,1258074,3395048,5373238,7801483,4614799,1758586,5011327,918701,1671988,1952341,1245262,6060267,1530670,12621132,6934715,667900,9519055,2838386,3433909,10386678,848845,3292094,725937,5129336,20587917,2611340,593056,5718051,5513655,1722847,4965524,536320
B02001_003E,1303298,26176,300685,469555,2277229,224809,380571,203863,318831,3280778,3197929,29644,8828,1844624,605660,106610,172109,355718,1502375,14795,1770161,499357,1378111,320267,1128475,709969,4725,90535,246720,21292,1198613,47873,3081333,2172492,15681,1426291,286314,76980,1408512,65504,1344114,13172,1110412,3298173,34524,7996,1612831,262552,71194,362290,4727
B02001_004E,20503,101133,308469,20797,282777,49138,8893,3121,1661,47032,28491,3899,23516,28792,15704,11554,27041,8914,22645,8966,15403,10663,53668,55212,11723,25808,65106,17360,33607,1561,16870,193512,69933,120513,37745,21901,286598,50126,25085,4563,13761,71102,19294,132948,35407,2698,22773,92403,2140,51752,12968
B02001_005E,59393,47295,217556,42404,5548936,162880,156249,36114,25944,544068,388457,531268,21145,674236,138664,68505,84221,59626,81039,13291,385167,430739,293157,258839,30540,114889,9071,39906,231566,34014,849240,29282,1672186,268322,10104,233468,78528,164291,420116,35540,70342,11911,107075,1248823,68945,8627,524476,568108,14137,156192,4885
B02001_006E,4448,6762,11284,7639,157554,9136,519,334,475,11898,4337,134232,1931,4514,2602,3282,2197,2765,1146,652,2911,1410,3757,1570,834,6199,1034,1221,18326,254,3556,1355,6446,4990,445,4995,3541,14239,4253,211,3361,737,2909,20071,23886,387,5506,46453,479,1643,260
B02001_007E,54105,12467,481631,65542,5300297,209890,180107,19157,34797,528266,284084,10135,37682,773685,140617,47404,67275,38122,51153,2957,250417,280631,120463,83169,26315,65614,7142,31466,264719,5663,585855,211620,1763351,300313,6119,98382,108268,106607,248488,65257,68788,10213,90293,1489855,135580,2129,203193,289942,3870,102235,10612
B02001_008E,87319,63285,222446,64220,1753771,193331,116604,28441,21377,501856,234124,350173,47424,295465,156739,59872,92999,94235,97673,30593,187294,198384,271937,155738,35860,149866,27170,43714,143566,22562,243612,70797,581410,241457,18934,309331,309703,182825,309371,36378,103686,25397,140980,691327,86237,11149,296163,397238,29461,131701,16335
B02001_009E,6354,3171,45251,6149,375682,30981,28025,3500,3583,87649,36148,7486,4921,54938,17634,5026,8380,6226,9547,1005,19864,30748,26374,11514,3785,11522,1003,4210,25019,1171,53981,24651,142861,26792,373,24736,16036,15955,41016,7465,11651,1323,12602,151197,12108,229,32653,36890,1372,16740,1724
B02001_010E,80965,60114,177195,58071,1378089,162350,88579,24941,17794,414207,197976,342687,42503,240527,139105,54846,84619,88009,88126,29588,167430,167636,245563,144224,32075,138344,26167,39504,118547,21391,189631,46146,438549,214665,18561,284595,293667,166870,268355,28913,92035,24074,128378,540130,74129,10920,263510,360348,28089,114961,14611
B09021_001E,3633087,524957,5054522,2191982,29225910,4086919,2712924,716806,515092,15751633,7456852,1077859,1194305,9605685,4855386,2296835,2113775,3288140,3428011,1038280,4521125,5160710,7493571,4076977,2172692,4522093,779411,1375794,2186657,1026327,6779314,1543827,15033569,7508213,559654,8675551,2843805,3083781,9691383,803570,3673476,615889,4956533,19674728,2040095,481143,6273346,5419698,1417727,4333786,433123
B09021_002E,552656,66756,679153,324908,3099390,564721,382373,93824,118347,2153463,983362,104180,162423,1408955,730723,362489,328177,488479,533824,161353,587746,738201,1136332,609483,313780,704836,130665,223009,298763,135510,825609,232737,2175156,1106581,95388,1393835,411001,433609,1446479,129553,536679,100299,708977,2379191,184180,77308,842528,736123,222608,674140,68358
B09021_003E,1727342,240916,2306783,1122193,12679226,2075282,1293833,340998,143766,6889130,3496206,464643,641061,4569862,2426037,1255076,1120120,1656160,1493941,529051,2083186,2376198,3642666,2182508,970455,2271154,405096,737917,913446,537619,3262324,683731,6308159,3658184,300526,4250762,1426465,1499836,4732393,349624,1734296,341149,2425550,9415818,1128808,246973,3093826,2728349,702281,2274935,234547
